gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
Pre-Kindergarten,3217,100894,Elma Elementary School,2017-18,37
Pre-Kindergarten,3218,101122,North Beach Elementary School,2017-18,10
Pre-Kindergarten,3224,101365,Puesta del Sol Elementary School,2017-18,52
Pre-Kindergarten,3225,101366,Lake Hills Elementary,2017-18,57
Pre-Kindergarten,3226,101399,Cascade View Elementary,2017-18,64
Pre-Kindergarten,3227,101420,Pioneer Elementary School,2017-18,72
Pre-Kindergarten,3228,101462,Sunset Elementary,2017-18,66
Pre-Kindergarten,3234,101631,Cottage Lake Elementary,2017-18,36
Pre-Kindergarten,3239,101849,Onalaska Elementary School,2017-18,49
Pre-Kindergarten,3247,102185,Sumner High School,2017-18,25
Pre-Kindergarten,3255,102638,Lakewood Elementary School,2017-18,65
Pre-Kindergarten,3259,102792,Adams Elementary,2017-18,13
Pre-Kindergarten,3269,100467,Special Education School,2017-18,151
Pre-Kindergarten,3270,100582,Cape Horn Skye Elementary,2017-18,1
Pre-Kindergarten,3286,101436,Lake Wilderness Elementary,2017-18,143
Pre-Kindergarten,3287,101633,Westhill Elementary,2017-18,4
Pre-Kindergarten,3288,101821,Napavine Elementary,2017-18,13
Pre-Kindergarten,3291,101914,Bordeaux Elementary School,2017-18,2
Pre-Kindergarten,3292,101915,Mountain View Elementary,2017-18,102
Pre-Kindergarten,3293,101957,Brewster Elementary School,2017-18,45
Pre-Kindergarten,3298,102229,Hillside Elementary School,2017-18,66
Pre-Kindergarten,3299,102255,Artondale Elementary School,2017-18,75
Pre-Kindergarten,3301,102276,Christensen Elementary,2017-18,1
Pre-Kindergarten,3309,102816,Windsor Elementary,2017-18,32
Pre-Kindergarten,3312,103196,Whitney Elementary,2017-18,3
Pre-Kindergarten,3321,100651,South Ridge Elementary,2017-18,41
Pre-Kindergarten,3326,100903,Cosmopolis Elementary School,2017-18,20
Pre-Kindergarten,3339,101372,Sherwood Forest Elementary,2017-18,68
Pre-Kindergarten,3344,101634,Maywood Hills Elementary,2017-18,1
Pre-Kindergarten,3349,102186,Bonney Lake Elementary,2017-18,1
Pre-Kindergarten,3351,102231,Lake Louise Elementary School,2017-18,4
Pre-Kindergarten,3357,102725,Balboa Elementary,2017-18,2
Pre-Kindergarten,3388,101579,Covington Elementary School,2017-18,30
Pre-Kindergarten,3389,101580,Scenic Hill Elementary School,2017-18,2
Pre-Kindergarten,3390,101636,Lockwood Elementary,2017-18,4
Pre-Kindergarten,3391,101708,Suquamish Elementary School,2017-18,22
Pre-Kindergarten,3397,102147,Bryant,2017-18,46
Pre-Kindergarten,3399,102187,Donald Eismann Elementary,2017-18,40
Pre-Kindergarten,3404,102396,Whitney Elementary,2017-18,58
Pre-Kindergarten,3406,102421,Mill A Elementary School,2017-18,2
Pre-Kindergarten,3417,103096,Fisher Elementary School,2017-18,1
Pre-Kindergarten,3421,100338,Lind Elementary School,2017-18,31
Pre-Kindergarten,3422,100506,Clallam Bay High & Elementary,2017-18,3
Pre-Kindergarten,3425,100766,Edwin Markham Elementary,2017-18,1
Pre-Kindergarten,3430,101232,Black Diamond Elementary,2017-18,1
Pre-Kindergarten,3433,101248,West Mercer Elementary,2017-18,27
Pre-Kindergarten,3436,101376,Medina Elementary School,2017-18,46
Pre-Kindergarten,3439,101421,Chinook Elementary School,2017-18,62
Pre-Kindergarten,3440,101465,Briarwood Elementary,2017-18,33
Pre-Kindergarten,3442,101638,Moorlands Elementary,2017-18,3
Pre-Kindergarten,3444,102005,Willapa Elementary,2017-18,45
Pre-Kindergarten,3449,102150,Birney,2017-18,86
Pre-Kindergarten,3452,102153,Whittier,2017-18,65
Pre-Kindergarten,3453,102154,McCarver,2017-18,82
Pre-Kindergarten,3454,102233,Beachwood Elementary School,2017-18,3
Pre-Kindergarten,3455,102234,Dower Elementary School,2017-18,1
Pre-Kindergarten,3457,102236,Carter Lake Elementary School,2017-18,25
Pre-Kindergarten,3459,102419,Mount Pleasant School,2017-18,2
Pre-Kindergarten,3463,102535,Madrona K-8 School,2017-18,7
Pre-Kindergarten,3488,101400,Tukwila Elementary,2017-18,2
Pre-Kindergarten,3489,101503,Parkwood Elementary,2017-18,1
Pre-Kindergarten,3490,101530,Henry David Thoreau Elementary,2017-18,1
Pre-Kindergarten,3491,101581,Park Orchard Elementary School,2017-18,34
Pre-Kindergarten,3494,101803,Klickitat Elem & High,2017-18,2
Pre-Kindergarten,3498,102155,Skyline,2017-18,28
Pre-Kindergarten,3499,102188,Sumner Middle School,2017-18,72
Pre-Kindergarten,3503,102537,Lynnwood Intermediate,2017-18,1
Pre-Kindergarten,3504,102538,Meadowdale Elementary,2017-18,1
Pre-Kindergarten,3508,102897,Columbia High And Elementary,2017-18,3
Pre-Kindergarten,3518,101135,Fairmount Park Elementary School,2017-18,12
Pre-Kindergarten,3525,101422,Lea Hill Elementary School,2017-18,83
Pre-Kindergarten,3531,101980,Long Beach Elementary School,2017-18,19
Pre-Kindergarten,3533,102451,Jefferson Elementary,2017-18,1
Pre-Kindergarten,3534,102540,Chase Lake Elementary,2017-18,1
Pre-Kindergarten,3536,102542,Brier Elementary,2017-18,1
Pre-Kindergarten,3537,102585,Sunnyside Elementary,2017-18,4
Pre-Kindergarten,3547,101196,Camelot Elementary School,2017-18,50
Pre-Kindergarten,3548,101533,John J. Audubon Elementary,2017-18,1
Pre-Kindergarten,3549,101534,Ready Start Preschool,2017-18,41
Pre-Kindergarten,3550,101582,Lake Youngs Elementary School,2017-18,2
Pre-Kindergarten,3555,101866,White Pass Elementary School,2017-18,32
Pre-Kindergarten,3557,102052,Fruitland Elementary,2017-18,2
Pre-Kindergarten,3558,102053,Wildwood Elementary,2017-18,33
Pre-Kindergarten,3562,102774,Colbert Elementary School,2017-18,74
Pre-Kindergarten,3568,101198,Lake Grove Elementary School,2017-18,22
Pre-Kindergarten,3583,101200,Wildwood Elementary School,2017-18,47
Pre-Kindergarten,3589,101438,Shadow Lake Elementary,2017-18,11
Pre-Kindergarten,3591,101536,Benjamin Franklin Elementary,2017-18,1
Pre-Kindergarten,3592,101537,Alexander Graham Bell Elementary,2017-18,80
Pre-Kindergarten,3593,101585,Pine Tree Elementary School,2017-18,2
Pre-Kindergarten,3594,101723,John D. Bud Hawk Elementary at Jackson Park,2017-18,20
Pre-Kindergarten,3596,101775,Mt. Stuart Elementary,2017-18,1
Pre-Kindergarten,3601,102178,Sunset Primary,2017-18,75
Pre-Kindergarten,3609,102652,Darrington Elementary School,2017-18,27
Pre-Kindergarten,3613,103032,Columbia Elementary,2017-18,28
Pre-Kindergarten,3614,103139,Sunnyside Elementary,2017-18,26
Pre-Kindergarten,3616,100350,Special Services,2017-18,61
Pre-Kindergarten,3621,100877,Lincoln Elementary,2017-18,59
Pre-Kindergarten,3628,101205,Twin Lakes Elementary School,2017-18,52
Pre-Kindergarten,3633,101386,Ardmore Elementary School,2017-18,62
Pre-Kindergarten,3635,101401,Thorndyke Elementary,2017-18,70
Pre-Kindergarten,3641,101676,Armin Jahr Elementary,2017-18,6
Pre-Kindergarten,3646,102156,Boze,2017-18,84
Pre-Kindergarten,3649,102296,Chester H Thompson Elementary,2017-18,1
Pre-Kindergarten,3651,102586,Pinewood Elementary,2017-18,4
Pre-Kindergarten,3658,100677,Mint Valley Elementary,2017-18,5
Pre-Kindergarten,3661,100890,Beacon Avenue Elementary School,2017-18,56
Pre-Kindergarten,3662,100926,Special Education,2017-18,132
Pre-Kindergarten,3664,100933,Coupeville Elementary School,2017-18,12
Pre-Kindergarten,3669,101423,Gildo Rey Elementary School,2017-18,29
Pre-Kindergarten,3675,101538,Robert Frost Elementary,2017-18,1
Pre-Kindergarten,3676,101587,Cedar Valley Elementary School,2017-18,3
Pre-Kindergarten,3678,101589,Fairwood Elementary School,2017-18,31
Pre-Kindergarten,3679,101641,Shelton View Elementary,2017-18,1
Pre-Kindergarten,3685,102256,Purdy Elementary School,2017-18,41
Pre-Kindergarten,3686,102452,Monroe Elementary,2017-18,12
Pre-Kindergarten,3689,102550,Hilltop Elementary,2017-18,1
Pre-Kindergarten,3693,102775,Brentwood Elementary School,2017-18,1
Pre-Kindergarten,3697,102973,Pioneer Elementary School,2017-18,46
Pre-Kindergarten,3699,103291,Apple Valley Elementary,2017-18,1
Pre-Kindergarten,3700,101207,Brigadoon Elementary School,2017-18,52
Pre-Kindergarten,3703,101539,Benjamin Rush Elementary,2017-18,34
Pre-Kindergarten,3704,101540,Helen Keller Elementary,2017-18,3
Pre-Kindergarten,3705,101388,Bennett Elementary School,2017-18,80
Pre-Kindergarten,3707,101590,Soos Creek Elementary School,2017-18,55
Pre-Kindergarten,3708,101591,Grass Lake Elementary School,2017-18,1
Pre-Kindergarten,3714,101138,Lowell Elementary School,2017-18,27
Pre-Kindergarten,3717,101139,B F Day Elementary School,2017-18,20
Pre-Kindergarten,3719,102734,Logan Elementary,2017-18,3
Pre-Kindergarten,3723,102749,Orchard Prairie Elementary,2017-18,2
Pre-Kindergarten,3727,102735,Garfield Elementary,2017-18,2
Pre-Kindergarten,3728,103021,Sharpstein Elementary School,2017-18,1
Pre-Kindergarten,3729,102736,Grant Elementary,2017-18,5
Pre-Kindergarten,3730,100335,Scootney Springs Elementary,2017-18,119
Pre-Kindergarten,3732,100416,Sacajawea Elementary,2017-18,31
Pre-Kindergarten,3734,100546,Martin Luther King Elementary,2017-18,24
Pre-Kindergarten,3736,100599,Burton Elementary School,2017-18,1
Pre-Kindergarten,3737,100514,Forks Elementary School,2017-18,66
Pre-Kindergarten,3740,101345,Talbot Hill Elementary School,2017-18,1
Pre-Kindergarten,3742,101389,Cherry Crest Elementary School,2017-18,51
Pre-Kindergarten,3747,101542,Carl Sandburg Elementary,2017-18,22
Pre-Kindergarten,3748,101543,John Muir Elementary,2017-18,31
Pre-Kindergarten,3749,101642,Woodin Elementary,2017-18,1
Pre-Kindergarten,3761,102819,Salnave Elementary,2017-18,22
Pre-Kindergarten,3763,102241,Oakbrook Elementary School,2017-18,40
Pre-Kindergarten,3787,100883,Ocean Shores Elementary,2017-18,6
Pre-Kindergarten,3792,102179,Chambers Elementary,2017-18,1
Pre-Kindergarten,3794,102808,Freeman Elementary School,2017-18,23
Pre-Kindergarten,3803,101145,Dearborn Park International School,2017-18,18
Pre-Kindergarten,3822,100601,Crestline Elementary School,2017-18,40
Pre-Kindergarten,3823,100602,Silver Star Elementary School,2017-18,3
Pre-Kindergarten,3825,101425,Alpac Elementary School,2017-18,47
Pre-Kindergarten,3829,102412,Mount Vernon Special Ed,2017-18,83
Pre-Kindergarten,3848,102917,Southworth Elementary,2017-18,3
Pre-Kindergarten,3896,102057,Sunrise Elementary,2017-18,27
Pre-Kindergarten,3903,102455,Special Services,2017-18,172
Pre-Kindergarten,3913,100678,Longview Schl Dist Special Svcs,2017-18,67
Pre-Kindergarten,3927,102058,Northwood Elementary,2017-18,1
Pre-Kindergarten,3929,102801,Chester Elementary School,2017-18,1
Pre-Kindergarten,3942,102386,Evergreen Elementary School,2017-18,1
Pre-Kindergarten,3951,102059,PSD Special Services,2017-18,186
Pre-Kindergarten,3970,100603,Sunset Elementary School,2017-18,5
Pre-Kindergarten,3971,100604,Fircrest Elementary School,2017-18,6
Pre-Kindergarten,3974,101159,Thornton Creek Elementary School,2017-18,24
Pre-Kindergarten,3994,100605,Image Elementary School,2017-18,2
Pre-Kindergarten,3995,100606,Riverview Elementary School,2017-18,1
Pre-Kindergarten,3996,100641,Pleasant Valley Primary,2017-18,1
Pre-Kindergarten,4000,103242,Chief Kamiakin Elementary School,2017-18,11
Pre-Kindergarten,4014,101726,Cottonwood Elementary School,2017-18,3
Pre-Kindergarten,4016,101728,Clear Creek Elementary School,2017-18,23
Pre-Kindergarten,4017,101647,Canyon Creek Elementary,2017-18,2
Pre-Kindergarten,4018,101551,Emily Dickinson Elementary,2017-18,115
Pre-Kindergarten,4033,102865,Riverside Elementary,2017-18,12
Pre-Kindergarten,4035,102741,Mullan Road Elementary,2017-18,3
Pre-Kindergarten,4036,102755,Lake Spokane Elementary,2017-18,16
Pre-Kindergarten,4039,101982,Ocean Park Elementary,2017-18,19
Pre-Kindergarten,4041,100770,Ruth Livingston Elementary,2017-18,3
Pre-Kindergarten,4059,100420,Tapteal Elementary School,2017-18,28
Pre-Kindergarten,4060,100421,Badger Mountain Elementary,2017-18,24
Pre-Kindergarten,4062,101694,Ordway Elementary,2017-18,12
Pre-Kindergarten,4069,101649,Wellington Elementary,2017-18,3
Pre-Kindergarten,4073,100376,Southgate Elementary School,2017-18,1
Pre-Kindergarten,4079,101755,Manchester Elementary School,2017-18,8
Pre-Kindergarten,4093,103206,Stanton Academy,2017-18,5
Pre-Kindergarten,4096,101553,Margaret Mead Elementary,2017-18,2
Pre-Kindergarten,4097,102831,East Farms School,2017-18,39
Pre-Kindergarten,4098,102802,Ponderosa Elementary,2017-18,1
Pre-Kindergarten,4101,101730,Silverdale Elementary,2017-18,4
Pre-Kindergarten,4107,102348,Lopez Elementary School,2017-18,3
Pre-Kindergarten,4108,100644,Preschool Infant Other,2017-18,85
Pre-Kindergarten,4120,101427,Lake View Elementary School,2017-18,28
Pre-Kindergarten,4124,101650,Hollywood Hill Elementary,2017-18,42
Pre-Kindergarten,4125,102458,Woodside Elementary,2017-18,5
Pre-Kindergarten,4126,101596,Crestwood Elementary School,2017-18,6
Pre-Kindergarten,4130,103085,Skyline Elementary School,2017-18,8
Pre-Kindergarten,4134,102780,Shiloh Hills Elementary,2017-18,4
Pre-Kindergarten,4135,101731,Woodlands Elementary,2017-18,1
Pre-Kindergarten,4141,101756,Sunnyslope Elementary School,2017-18,5
Pre-Kindergarten,4146,102063,Pope Elementary,2017-18,2
Pre-Kindergarten,4147,101555,Norman Rockwell Elementary,2017-18,2
Pre-Kindergarten,4150,102589,Marshall Elementary,2017-18,1
Pre-Kindergarten,4154,102566,Presidents Elementary,2017-18,30
Pre-Kindergarten,4155,100772,James McGee Elementary,2017-18,1
Pre-Kindergarten,4159,102612,Salem Woods Elementary School,2017-18,14
Pre-Kindergarten,4163,100610,Hearthwood Elementary School,2017-18,69
Pre-Kindergarten,4165,102496,Picnic Point Elementary,2017-18,2
Pre-Kindergarten,4166,102192,Victor Falls Elementary,2017-18,11
Pre-Kindergarten,4170,102325,Wilkeson Elementary School,2017-18,14
Pre-Kindergarten,4184,102631,Seattle Hill Elementary,2017-18,1
Pre-Kindergarten,4187,101651,Sunrise Elementary,2017-18,3
Pre-Kindergarten,4192,102744,Woodridge Elementary,2017-18,11
Pre-Kindergarten,4193,103023,Blue Ridge Elementary,2017-18,67
Pre-Kindergarten,4215,100753,Inchelium Elementary School,2017-18,1
Pre-Kindergarten,4218,101173,South Shore PK-8 School,2017-18,60
Pre-Kindergarten,4224,102918,Yelm Prairie Elementary,2017-18,15
Pre-Kindergarten,4226,102838,Liberty Jr High & Elementary,2017-18,15
Pre-Kindergarten,4229,100847,Beezley Springs Elementary,2017-18,31
Pre-Kindergarten,4246,100554,Washington State School for the Deaf,2017-18,1
Pre-Kindergarten,4255,102937,Meadows Elementary,2017-18,64
Pre-Kindergarten,4256,101558,Louisa May Alcott Elementary,2017-18,2
Pre-Kindergarten,4264,100684,Toutle Lake Elementary,2017-18,6
Pre-Kindergarten,4278,101946,Paschal Sherman,2017-18,1
Pre-Kindergarten,4293,101602,Ridgewood Elementary School,2017-18,1
Pre-Kindergarten,4294,101603,Martin Sortun Elementary School,2017-18,3
Pre-Kindergarten,4298,102460,Silver Firs Elementary,2017-18,49
Pre-Kindergarten,4301,101604,Jenkins Creek Elementary School,2017-18,61
Pre-Kindergarten,4302,101559,Samantha Smith Elementary,2017-18,2
Pre-Kindergarten,4303,102500,Challenger Elementary,2017-18,53
Pre-Kindergarten,4304,102501,Discovery Elementary,2017-18,1
Pre-Kindergarten,4306,101654,Fernwood Elementary,2017-18,3
Pre-Kindergarten,4307,102264,Voyager Elementary,2017-18,1
Pre-Kindergarten,4308,101451,Edwin R Opstad Elementary,2017-18,4
Pre-Kindergarten,4309,102327,Foothills Elementary,2017-18,17
Pre-Kindergarten,4316,102461,Mill Creek Elementary,2017-18,2
Pre-Kindergarten,4321,100943,South Whidbey Elementary,2017-18,3
Pre-Kindergarten,4323,102591,Kellogg Marsh Elementary School,2017-18,31
Pre-Kindergarten,4324,103098,Isom Elementary School,2017-18,5
Pre-Kindergarten,4330,102658,Mountain Way Elementary,2017-18,74
Pre-Kindergarten,4331,102308,Centennial Elementary,2017-18,1
Pre-Kindergarten,4341,101733,Cougar Valley Elementary,2017-18,4
Pre-Kindergarten,4342,102502,Columbia Elementary,2017-18,70
Pre-Kindergarten,4345,101605,Horizon Elementary School,2017-18,1
Pre-Kindergarten,4346,102919,Fort Stevens Elementary,2017-18,22
Pre-Kindergarten,4348,101758,Hidden Creek Elementary School,2017-18,2
Pre-Kindergarten,4352,100647,Captain Strong,2017-18,53
Pre-Kindergarten,4353,101606,Carriage Crest Elementary School,2017-18,2
Pre-Kindergarten,4354,101561,Christa Mcauliffe Elementary,2017-18,1
Pre-Kindergarten,4355,101655,Frank Love Elementary,2017-18,4
Pre-Kindergarten,4361,102067,Frank Brouillet Elem,2017-18,2
Pre-Kindergarten,4362,102613,Chain Lake Elementary School,2017-18,1
Pre-Kindergarten,4364,102666,Twin City Elementary,2017-18,2
Pre-Kindergarten,4368,102940,Seven Oaks Elementary,2017-18,41
Pre-Kindergarten,4372,101734,Silver Ridge Elementary,2017-18,17
Pre-Kindergarten,4374,101219,Sherwood Forest Elementary School,2017-18,9
Pre-Kindergarten,4376,101476,Discovery Elementary,2017-18,30
Pre-Kindergarten,4377,101657,Woodmoor Elementary,2017-18,4
Pre-Kindergarten,4382,102464,Cedar Wood Elementary,2017-18,3
Pre-Kindergarten,4383,102635,Totem Falls,2017-18,20
Pre-Kindergarten,4389,102746,Moran Prairie Elementary,2017-18,4
Pre-Kindergarten,4393,101735,Green Mountain Elementary,2017-18,19
Pre-Kindergarten,4394,102893,Summit Valley School,2017-18,11
Pre-Kindergarten,4396,102245,Evergreen Elementary School,2017-18,90
Pre-Kindergarten,4400,102781,Meadow Ridge Elementary,2017-18,35
Pre-Kindergarten,4402,102195,Liberty Ridge Elementary,2017-18,67
Pre-Kindergarten,4405,100557,Chinook Elementary School,2017-18,1
Pre-Kindergarten,4413,101608,George T. Daniel Elementary School,2017-18,40
Pre-Kindergarten,4414,102068,Shaw Road Elementary,2017-18,2
Pre-Kindergarten,4415,101441,Rock Creek Elementary,2017-18,3
Pre-Kindergarten,4417,101430,Ilalko Elementary School,2017-18,37
Pre-Kindergarten,4418,100381,Amistad Elementary School,2017-18,279
Pre-Kindergarten,4420,101609,Sunrise Elementary School,2017-18,28
Pre-Kindergarten,4421,101682,Kitsap Lake Elementary,2017-18,2
Pre-Kindergarten,4422,101221,Rainier View Elementary School,2017-18,28
Pre-Kindergarten,4424,101564,Albert Einstein Elementary,2017-18,11
Pre-Kindergarten,4435,102196,Crestwood Elementary,2017-18,44
Pre-Kindergarten,4436,102569,Kent Prairie Elementary,2017-18,74
Pre-Kindergarten,4444,101736,Emerald Heights Elementary,2017-18,20
Pre-Kindergarten,4447,102181,Evergreen Primary,2017-18,22
Pre-Kindergarten,4448,103294,Cottonwood Elementary School,2017-18,6
Pre-Kindergarten,4451,102920,Mill Pond Elementary School,2017-18,15
Pre-Kindergarten,4453,101442,Glacier Park Elementary,2017-18,1
Pre-Kindergarten,4454,102593,Allen Creek Elementary School,2017-18,26
Pre-Kindergarten,4455,101659,Kokanee Elementary,2017-18,2
Pre-Kindergarten,4458,102980,McKenny Elementary,2017-18,32
Pre-Kindergarten,4461,101712,Vinland Elementary,2017-18,14
Pre-Kindergarten,4463,101925,Pioneer Elementary School,2017-18,55
Pre-Kindergarten,4465,101611,Meadow Ridge Elementary School,2017-18,35
Pre-Kindergarten,4466,101612,Sawyer Woods Elementary School,2017-18,1
Pre-Kindergarten,4467,101713,Richard Gordon Elementary,2017-18,14
Pre-Kindergarten,4468,101313,Chautauqua Elementary,2017-18,38
Pre-Kindergarten,4470,101224,Enterprise Elementary School,2017-18,28
