gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
2nd Grade,4454,102593,Allen Creek Elementary School,2017-18,77
2nd Grade,4455,101659,Kokanee Elementary,2017-18,129
2nd Grade,4458,102980,McKenny Elementary,2017-18,54
2nd Grade,4459,103092,Point Roberts Primary,2017-18,5
2nd Grade,4461,101712,Vinland Elementary,2017-18,113
2nd Grade,4463,101925,Pioneer Elementary School,2017-18,84
2nd Grade,4465,101611,Meadow Ridge Elementary School,2017-18,83
2nd Grade,4466,101612,Sawyer Woods Elementary School,2017-18,70
2nd Grade,4467,101713,Richard Gordon Elementary,2017-18,75
2nd Grade,4468,101313,Chautauqua Elementary,2017-18,85
2nd Grade,4469,102507,Endeavour Elementary,2017-18,93
2nd Grade,4470,101224,Enterprise Elementary School,2017-18,65
2nd Grade,4471,102328,Mountain Meadow Elementary,2017-18,64
2nd Grade,4472,102981,Julia Butler Hansen Elementary,2017-18,76
2nd Grade,4476,103093,Blaine Primary School,2017-18,168
2nd Grade,4477,102641,English Crossing Elementary,2017-18,55
2nd Grade,4478,102013,Stratton Elementary,2017-18,77
2nd Grade,4480,101225,Meredith Hill Elementary School,2017-18,73
2nd Grade,4482,103086,Eagleridge Elementary,2017-18,68
2nd Grade,4483,102766,Hallett Elementary,2017-18,89
2nd Grade,4486,102987,Rainier Elementary School,2017-18,58
2nd Grade,4487,103212,East Valley Elementary,2017-18,87
2nd Grade,4489,101614,Glenridge Elementary,2017-18,57
2nd Grade,4490,100797,Saddle Mountain Elementary,2017-18,95
2nd Grade,4493,101478,Endeavour Elementary School,2017-18,86
2nd Grade,4494,100489,Dry Creek Elementary,2017-18,53
2nd Grade,4496,102070,Edward Zeiger Elem,2017-18,98
2nd Grade,4497,103243,Pioneer Elementary School,2017-18,134
2nd Grade,4499,100617,Fishers Landing Elementary School,2017-18,90
2nd Grade,4501,101968,Methow Valley Elementary,2017-18,44
2nd Grade,4513,102668,Cedarhome Elementary School,2017-18,83
2nd Grade,4517,103099,Vossbeck Elementary School,2017-18,77
2nd Grade,4518,103284,Adams Elementary,2017-18,50
2nd Grade,4520,101616,Kent Elementary School,2017-18,82
2nd Grade,4525,103114,Nooksack Elementary,2017-18,67
2nd Grade,4526,100773,Whittier Elementary,2017-18,195
2nd Grade,4527,101738,Pinecrest Elementary,2017-18,59
2nd Grade,4530,102467,Penny Creek Elementary,2017-18,106
2nd Grade,4532,101566,Elizabeth Blackwell Elementary,2017-18,106
2nd Grade,4533,103123,Kendall Elementary,2017-18,43
2nd Grade,4534,102482,Highland Elementary,2017-18,101
2nd Grade,4535,103265,Roosevelt Elementary,2017-18,118
2nd Grade,4537,102168,Crescent Heights,2017-18,80
2nd Grade,4538,102311,North Star Elementary,2017-18,79
2nd Grade,4541,102198,Daffodil Valley Elementary,2017-18,80
2nd Grade,4543,100423,William Wiley Elementary School,2017-18,105
2nd Grade,4545,101617,Emerald Park Elementary School,2017-18,82
2nd Grade,4547,102208,Ptarmigan Ridge Elementary School,2017-18,48
2nd Grade,4551,102669,Utsalady Elementary,2017-18,63
2nd Grade,4552,100956,Chimacum Creek Primary School,2017-18,58
2nd Grade,4553,102670,Elger Bay Elementary,2017-18,49
2nd Grade,4555,100774,Rowena Chess Elementary,2017-18,78
2nd Grade,4557,102336,Hedden Elementary School,2017-18,117
2nd Grade,4560,100619,Illahee Elementary School,2017-18,92
2nd Grade,4562,102030,Chloe Clark Elementary,2017-18,146
2nd Grade,4563,100628,Prune Hill Elem,2017-18,78
2nd Grade,4565,101480,Cascade Ridge Elementary,2017-18,90
2nd Grade,4566,100451,Beaver Valley School,2017-18,7
2nd Grade,4571,103074,Northern Heights Elementary Schl,2017-18,70
2nd Grade,4573,102571,Pioneer Elementary,2017-18,89
2nd Grade,4576,103857,Cougar Creek Elementary School,2017-18,54
2nd Grade,4577,103914,Michael Anderson Elementary,2017-18,76
2nd Grade,4579,103840,York Elementary School,2017-18,85
2nd Grade,4581,103824,Millennium Elementary School,2017-18,107
2nd Grade,4583,103932,Odyssey Elementary,2017-18,92
2nd Grade,4587,103999,Columbia Valley Elementary,2017-18,100
2nd Grade,4588,103963,Valley View Elementary,2017-18,87
2nd Grade,4592,103936,Newcastle Elementary School,2017-18,100
2nd Grade,4594,103965,Fryelands Elementary,2017-18,81
2nd Grade,4595,103956,Maya Angelou Elementary,2017-18,123
2nd Grade,5004,103995,Saratoga School,2017-18,16
2nd Grade,5015,104030,Cascade View Elementary School,2017-18,88
2nd Grade,5018,104033,Lackamas Elementary,2017-18,40
2nd Grade,5020,104036,Virgie Robinson Elementary,2017-18,108
2nd Grade,5021,104037,Blaine Home Connections,2017-18,10
2nd Grade,5030,104147,Olympic Peninsula HomeConnection,2017-18,13
2nd Grade,5032,104149,Taholah Elementary & Middle School,2017-18,5
2nd Grade,5035,104152,HomeWorks,2017-18,11
2nd Grade,5046,104180,Private School Services,2017-18,4
2nd Grade,5047,104199,Meridian Parent Partnership Program,2017-18,21
2nd Grade,5051,104203,Lakeland Hills Elementary,2017-18,114
2nd Grade,5053,104205,Rosa Parks Elementary,2017-18,102
2nd Grade,5056,104209,Grand Ridge Elementary,2017-18,137
2nd Grade,5066,104235,Helen B. Stafford Elementary,2017-18,96
2nd Grade,5070,104242,Renton Academy,2017-18,3
2nd Grade,5075,104267,Selkirk Elementary School,2017-18,26
2nd Grade,5078,104270,Olympia Regional Learning Academy,2017-18,40
2nd Grade,5082,104336,Arthur Jacobsen Elementary,2017-18,93
2nd Grade,5088,104347,Emma L Carson Elementary,2017-18,134
2nd Grade,5090,104349,Daybreak Primary,2017-18,95
2nd Grade,5091,104350,Forest View Elementary School,2017-18,135
2nd Grade,5092,104353,White Bluffs Elementary School,2017-18,128
2nd Grade,5093,104354,G W Edgerton Elementary,2017-18,100
2nd Grade,5094,104359,Prairie View Elementary,2017-18,116
2nd Grade,5100,104421,Little Cedars Elementary School,2017-18,98
2nd Grade,5115,104620,Roosevelt Elementary School,2017-18,77
2nd Grade,5123,104695,Grove Elementary,2017-18,69
2nd Grade,5125,104707,Wade King Elementary School,2017-18,54
2nd Grade,5132,104733,Tukes Valley Primary,2017-18,133
2nd Grade,5136,104756,Endeavour Elementary School,2017-18,115
2nd Grade,5139,104759,Rachel Carson Elementary,2017-18,69
2nd Grade,5146,104783,CVA - Onalaska,2017-18,7
2nd Grade,5152,104802,Columbia Virtual Academy - Sultan,2017-18,2
2nd Grade,5155,104817,Columbia Virtual Academy-Orient,2017-18,9
2nd Grade,5158,104854,Grass Valley Elementary,2017-18,105
2nd Grade,5159,104856,Frederickson Elementary,2017-18,94
2nd Grade,5160,104857,Nelson Elementary School,2017-18,94
2nd Grade,5165,104890,Three Rivers Home Link,2017-18,45
2nd Grade,5167,104892,Chambers Prairie Elementary School,2017-18,86
2nd Grade,5173,104936,Sage Point Elementary School,2017-18,72
2nd Grade,5175,104944,Hazel Wolf K-8,2017-18,78
2nd Grade,5178,104955,Panther Lake Elementary School,2017-18,103
2nd Grade,5181,104958,Snoqualmie Access,2017-18,1
2nd Grade,5195,104996,Washington Virtual Academy Omak Elementary,2017-18,179
2nd Grade,5201,105134,Creekside Elementary,2017-18,127
2nd Grade,5203,105166,McDonald International School,2017-18,71
2nd Grade,5204,105167,Queen Anne Elementary,2017-18,71
2nd Grade,5205,105168,Sand Point Elementary,2017-18,34
2nd Grade,5207,105216,Cascadia Elementary,2017-18,61
2nd Grade,5220,105230,Cottonwood Elementary,2017-18,107
2nd Grade,5229,105284,Honey Dew Elementary,2017-18,77
2nd Grade,5231,105292,Selah HomeLink,2017-18,2
2nd Grade,5236,105305,Partnership for Excellence in Alternative Remote Learning,2017-18,26
2nd Grade,5238,105317,Naselle Homelink,2017-18,5
2nd Grade,5239,105326,Cordata Elementary School,2017-18,71
2nd Grade,5243,105411,Pacific Virtual Learning,2017-18,1
2nd Grade,5246,105414,Lewis River Academy,2017-18,6
2nd Grade,5248,105416,Olympia Regional Learning Academy B,2017-18,31
2nd Grade,5251,105429,Park Orchard Elementary School,2017-18,67
2nd Grade,5252,105430,Northport Homelink Program,2017-18,14
2nd Grade,5261,105456,North Franklin Virtual Academy,2017-18,1
2nd Grade,5276,105493,Louisa Boren STEM K-8,2017-18,51
2nd Grade,5281,105522,Central Educational Services,2017-18,3
2nd Grade,5285,105529,Wahitis Elementary School,2017-18,89
2nd Grade,5291,105536,Maple Grove K-8,2017-18,54
2nd Grade,5292,105540,Cascadia Elementary,2017-18,83
2nd Grade,5294,105542,Phil Snowdon Elementary,2017-18,89
2nd Grade,5296,105544,Snoqualmie Parent Partnership Program,2017-18,11
2nd Grade,5299,105547,CVA-Lopez Island,2017-18,5
2nd Grade,5300,105549,Mt. Rainier Parent Partnership,2017-18,5
2nd Grade,5308,105623,Jing Mei Elementary School,2017-18,78
2nd Grade,5309,105624,Woodburn Elementary,2017-18,76
2nd Grade,5311,105626,Hockinson Heights Elementary School,2017-18,118
2nd Grade,5322,105640,Puyallup Parent Partnership Program,2017-18,1
2nd Grade,5345,105770,Rosalind Franklin STEM Elementary,2017-18,111
2nd Grade,5350,105776,Quil Ceda Tulalip Elementary,2017-18,95
2nd Grade,5359,105786,Futurus High School,2017-18,1
2nd Grade,5361,105788,Spokane Public Montessori,2017-18,78
2nd Grade,5364,105792,Meriwether Elementary School,2017-18,38
2nd Grade,5365,105793,Rainier Elementary School,2017-18,80
2nd Grade,5366,105794,Bellingham Family Partnership Program,2017-18,21
2nd Grade,5373,105805,Lummi Nation School,2017-18,25
2nd Grade,5379,105879,SOAR Academy,2017-18,47
2nd Grade,5381,105881,Spokane International Academy Elementary,2017-18,48
2nd Grade,5383,105888,John Campbell Primary School,2017-18,282
2nd Grade,5387,105893,Four Heroes Elementary,2017-18,113
2nd Grade,5391,105897,Barbara McClintock STEM Elementary,2017-18,135
2nd Grade,5392,105898,Captain Gray STEM Elementary,2017-18,68
2nd Grade,5408,105912,Woodland Intermediate School,2017-18,179
2nd Grade,5418,105924,Cascade Home-Link,2017-18,3
2nd Grade,5419,105925,Orchard Elementary,2017-18,124
2nd Grade,5430,105980,Quileute Tribal School,2017-18,9
2nd Grade,5432,105983,EV Online,2017-18,4
2nd Grade,5433,105984,EV Parent Partnership,2017-18,13
2nd Grade,5438,105989,Sage Crest Elementary,2017-18,89
2nd Grade,5444,105995,Mary M. Knight School,2017-18,14
2nd Grade,5445,105996,Washington Connections Academy,2017-18,49
2nd Grade,5447,105998,Northwood Elementary School,2017-18,52
2nd Grade,5450,106001,Lake Stickney Elementary School,2017-18,103
2nd Grade,5451,106002,Naches Valley Elementary School,2017-18,101
2nd Grade,5457,106008,Timber Ridge Elementary School,2017-18,118
2nd Grade,5471,106054,Bethel Elementary Learning Academy,2017-18,1
2nd Grade,5472,106055,Barker Creek Community School,2017-18,13
2nd Grade,5487,106070,Cedar Park Elementary School,2017-18,7
2nd Grade,5488,106071,Stephen Decatur Elementary School,2017-18,48
2nd Grade,5489,106072,Cedar River Elementary,2017-18,88
2nd Grade,5490,106073,Tahoma Elementary,2017-18,124
2nd Grade,5494,106077,Columbia River Gorge Elementary School,2017-18,75
2nd Grade,5496,106079,Wa He Lut Indian School,2017-18,12
2nd Grade,5504,106088,WEST VALLEY VIRTUAL ACADEMY K-6,2017-18,1
2nd Grade,5507,106091,Liberty Creek Elementary School,2017-18,192
2nd Grade,1109,100287,Washtucna School District,2017-18,2
2nd Grade,1122,100021,Benge School District,2017-18,2
2nd Grade,1147,100192,Othello School District,2017-18,380
2nd Grade,1158,100131,Lind School District,2017-18,18
2nd Grade,1160,100220,Ritzville School District,2017-18,19
2nd Grade,2250,100045,Clarkston School District,2017-18,167
2nd Grade,2420,100015,Asotin-Anatone School District,2017-18,36
2nd Grade,3017,100116,Kennewick School District,2017-18,"1,389"
2nd Grade,3050,100197,Paterson School District,2017-18,13
2nd Grade,3052,100119,Kiona-Benton City School District,2017-18,107
2nd Grade,3053,100089,Finley School District,2017-18,63
2nd Grade,3116,100205,Prosser School District,2017-18,203
2nd Grade,3400,100218,Richland School District,2017-18,"1,056"
2nd Grade,4019,100139,Manson School District,2017-18,44
2nd Grade,4069,100253,Stehekin School District,2017-18,1
2nd Grade,4127,100079,Entiat School District,2017-18,27
2nd Grade,4129,100125,Lake Chelan School District,2017-18,105
2nd Grade,4222,100035,CASHMERE SCHOOL DISTRICT,2017-18,123
2nd Grade,4228,100034,Cascade School District,2017-18,98
2nd Grade,4246,100290,Wenatchee School District,2017-18,593
2nd Grade,5121,100202,Port Angeles School District,2017-18,290
2nd Grade,5313,100059,Crescent School District,2017-18,23
2nd Grade,5323,100233,Sequim School District,2017-18,204
2nd Grade,5401,100032,Cape Flattery School District,2017-18,49
2nd Grade,5402,100210,Quillayute Valley School District,2017-18,85
2nd Grade,5903,105979,Quileute Tribal School District,2017-18,9
2nd Grade,6037,100278,Vancouver School District,2017-18,"1,736"
2nd Grade,6098,100106,Hockinson School District,2017-18,118
2nd Grade,6101,100122,La Center School District,2017-18,114
2nd Grade,6103,100101,Green Mountain School District,2017-18,19
2nd Grade,6112,100286,Washougal School District,2017-18,236
2nd Grade,6114,100084,Evergreen School District (Clark),2017-18,"1,828"
2nd Grade,6117,100031,Camas School District,2017-18,481
2nd Grade,6119,100018,Battle Ground School District,2017-18,974
2nd Grade,6122,100219,Ridgefield School District,2017-18,231
2nd Grade,7002,100066,Dayton School District,2017-18,26
2nd Grade,7035,100252,Starbuck School District,2017-18,6
2nd Grade,8122,100132,Longview School District,2017-18,465
2nd Grade,8130,100271,Toutle Lake School District,2017-18,58
2nd Grade,8401,100036,Castle Rock School District,2017-18,104
2nd Grade,8402,100113,Kalama School District,2017-18,76
2nd Grade,8404,100302,Woodland School District,2017-18,196
2nd Grade,8458,100115,Kelso School District,2017-18,376
2nd Grade,9013,100189,Orondo School District,2017-18,20
2nd Grade,9075,100028,Bridgeport School District,2017-18,70
2nd Grade,9102,100193,Palisades School District,2017-18,4
2nd Grade,9206,100072,Eastmont School District,2017-18,446
2nd Grade,9207,100138,Mansfield School District,2017-18,2
2nd Grade,9209,100288,Waterville School District,2017-18,17
2nd Grade,10003,100114,Keller School District,2017-18,3
2nd Grade,10050,100061,Curlew School District,2017-18,14
2nd Grade,10065,100188,Orient School District,2017-18,15
2nd Grade,10070,100109,Inchelium School District,2017-18,16
2nd Grade,10309,100217,Republic School District,2017-18,29
2nd Grade,11001,100195,Pasco School District,2017-18,"1,414"
2nd Grade,11051,100168,North Franklin School District,2017-18,160
2nd Grade,11054,100251,Star School District No. 054,2017-18,3
2nd Grade,11056,100112,Kahlotus School District,2017-18,5
2nd Grade,12110,100201,Pomeroy School District,2017-18,18
2nd Grade,13073,100281,Wahluke School District,2017-18,210
2nd Grade,13144,100212,Quincy School District,2017-18,247
2nd Grade,13146,100285,Warden School District,2017-18,77
2nd Grade,13151,100057,Coulee-Hartline School District,2017-18,12
2nd Grade,13156,100241,Soap Lake School District,2017-18,34
2nd Grade,13160,100226,Royal School District,2017-18,130
2nd Grade,13161,100153,Moses Lake School District,2017-18,661
2nd Grade,13165,100081,Ephrata School District,2017-18,181
2nd Grade,13167,100298,Wilson Creek School District,2017-18,8
2nd Grade,13301,100095,Grand Coulee Dam School District,2017-18,50
2nd Grade,14005,100010,Aberdeen School District,2017-18,257
2nd Grade,14028,100108,Hoquiam School District,2017-18,125
2nd Grade,14064,100167,North Beach School District No. 64,2017-18,50
2nd Grade,14065,100143,McCleary School District,2017-18,41
2nd Grade,14066,100151,Montesano School District,2017-18,101
2nd Grade,14068,100077,Elma School District,2017-18,111
2nd Grade,14077,100262,Taholah School District,2017-18,5
2nd Grade,14097,100211,Lake Quinault School District,2017-18,12
2nd Grade,14099,100056,Cosmopolis School District,2017-18,25
2nd Grade,14104,100228,Satsop School District,2017-18,7
2nd Grade,14117,100300,Wishkah Valley School District,2017-18,13
2nd Grade,14172,100179,Ocosta School District,2017-18,39
2nd Grade,14400,100177,Oakville School District,2017-18,19
2nd Grade,15201,100175,Oak Harbor School District,2017-18,514
2nd Grade,15204,100058,Coupeville School District,2017-18,66
2nd Grade,15206,100245,South Whidbey School District,2017-18,90
2nd Grade,16020,100208,Queets-Clearwater School District,2017-18,4
2nd Grade,16046,100029,Brinnon School District,2017-18,10
2nd Grade,16048,100209,Quilcene School District,2017-18,41
2nd Grade,16049,100044,Chimacum School District,2017-18,61
2nd Grade,16050,100203,Port Townsend School District,2017-18,96
2nd Grade,17001,100229,Seattle School District #1,2017-18,"4,639"
2nd Grade,17210,100086,Federal Way School District,2017-18,"1,722"
2nd Grade,17216,100080,Enumclaw School District,2017-18,288
2nd Grade,17400,100146,Mercer Island School District,2017-18,262
2nd Grade,17401,100105,Highline School District,2017-18,"1,511"
2nd Grade,17402,100279,Vashon Island School District,2017-18,91
2nd Grade,17403,100216,Renton School District,2017-18,"1,245"
2nd Grade,17405,100019,Bellevue School District,2017-18,"1,523"
2nd Grade,17406,100243,Tukwila School District,2017-18,230
2nd Grade,17407,100222,Riverview School District,2017-18,249
2nd Grade,17408,100016,Auburn School District,2017-18,"1,248"
2nd Grade,17409,100263,Tahoma School District,2017-18,634
2nd Grade,17410,100240,Snoqualmie Valley School District,2017-18,561
2nd Grade,17411,100111,Issaquah School District,2017-18,"1,529"
2nd Grade,17412,100236,Shoreline School District,2017-18,714
2nd Grade,17414,100127,Lake Washington School District,2017-18,"2,581"
2nd Grade,17415,100117,Kent School District,2017-18,"2,069"
2nd Grade,17417,100174,Northshore School District,2017-18,"1,837"
2nd Grade,17903,105771,Muckleshoot Indian Tribe,2017-18,34
2nd Grade,18100,100026,Bremerton School District,2017-18,374
2nd Grade,18303,100017,Bainbridge Island School District,2017-18,251
2nd Grade,18400,100169,North Kitsap School District,2017-18,428
2nd Grade,18401,100038,Central Kitsap School District,2017-18,802
2nd Grade,18402,100244,South Kitsap School District,2017-18,735
2nd Grade,19007,100063,Damman School District,2017-18,7
2nd Grade,19028,100073,Easton School District,2017-18,6
2nd Grade,19400,100266,Thorp School District,2017-18,12
2nd Grade,19401,100076,Ellensburg School District,2017-18,257
2nd Grade,19403,100120,Kittitas School District,2017-18,41
2nd Grade,19404,100046,Cle Elum-Roslyn School District,2017-18,72
2nd Grade,20094,100301,Wishram School District,2017-18,1
2nd Grade,20203,100023,Bickleton School District,2017-18,9
2nd Grade,20215,100037,Centerville School District,2017-18,11
2nd Grade,20400,100272,Trout Lake School District,2017-18,15
2nd Grade,20401,100093,Glenwood School District,2017-18,3
2nd Grade,20402,100121,Klickitat School District,2017-18,2
2nd Grade,20403,100224,Roosevelt School District,2017-18,5
2nd Grade,20404,100094,Goldendale School District,2017-18,70
2nd Grade,20405,100295,White Salmon Valley School District,2017-18,89
2nd Grade,20406,100135,Lyle School District,2017-18,13
2nd Grade,21014,100161,Napavine School District,2017-18,59
2nd Grade,21036,100082,Evaline School District,2017-18,9
2nd Grade,21206,100154,Mossyrock School District,2017-18,35
2nd Grade,21214,100152,Morton School District,2017-18,26
2nd Grade,21226,100011,Adna School District,2017-18,37
2nd Grade,21232,100299,Winlock School District,2017-18,52
2nd Grade,21234,100025,Boistfort School District,2017-18,12
2nd Grade,21237,100267,Toledo School District,2017-18,60
2nd Grade,21300,100184,Onalaska School District,2017-18,68
2nd Grade,21301,100198,Pe Ell School District,2017-18,22
2nd Grade,21302,100041,Chehalis School District,2017-18,224
2nd Grade,21303,100293,White Pass School District,2017-18,24
2nd Grade,21401,100040,Centralia School District,2017-18,282
2nd Grade,22008,100248,Sprague School District,2017-18,11
2nd Grade,22009,100215,Reardan-Edwall School District,2017-18,38
2nd Grade,22017,100012,Almira School District,2017-18,5
2nd Grade,22073,100060,Creston School District,2017-18,4
2nd Grade,22105,100180,Odessa School District,2017-18,12
2nd Grade,22200,100296,Wilbur School District,2017-18,14
2nd Grade,22204,100103,Harrington School District,2017-18,5
2nd Grade,22207,100065,Davenport School District,2017-18,45
2nd Grade,23042,100246,Southside School District,2017-18,33
2nd Grade,23054,100099,Grapeview School District,2017-18,28
2nd Grade,23309,100235,Shelton School District,2017-18,308
2nd Grade,23311,100140,Mary M Knight School District,2017-18,63
2nd Grade,23402,100200,Pioneer School District,2017-18,84
2nd Grade,23403,100170,North Mason School District,2017-18,150
2nd Grade,23404,100107,Hood Canal School District,2017-18,32
2nd Grade,24014,100163,Nespelem School District #14,2017-18,15
2nd Grade,24019,100183,Omak School District,2017-18,328
2nd Grade,24105,100181,Okanogan School District,2017-18,74
2nd Grade,24111,100027,Brewster School District,2017-18,84
2nd Grade,24122,100196,Pateros School District,2017-18,25
2nd Grade,24350,100148,Methow Valley School District,2017-18,45
2nd Grade,24404,100268,Tonasket School District,2017-18,83
2nd Grade,24410,100190,Oroville School District,2017-18,47
2nd Grade,25101,100178,Ocean Beach School District,2017-18,84
2nd Grade,25116,100214,Raymond School District,2017-18,45
2nd Grade,25118,100242,South Bend School District,2017-18,43
2nd Grade,25155,100162,Naselle-Grays River Valley School District,2017-18,35
2nd Grade,25160,100297,Willapa Valley School District,2017-18,23
2nd Grade,25200,100171,North River School District,2017-18,7
2nd Grade,26056,100164,Newport School District,2017-18,77
2nd Grade,26059,100062,Cusick School District,2017-18,10
2nd Grade,26070,100232,Selkirk School District,2017-18,26
2nd Grade,27001,100254,Steilacoom Hist. School District,2017-18,255
2nd Grade,27003,100207,Puyallup School District,2017-18,"1,679"
2nd Grade,27010,100261,Tacoma School District,2017-18,"2,309"
2nd Grade,27019,100033,Carbonado School District,2017-18,18
2nd Grade,27083,100275,University Place School District,2017-18,359
2nd Grade,27320,100259,Sumner School District,2017-18,670
2nd Grade,27343,100068,Dieringer School District,2017-18,169
2nd Grade,27344,100191,Orting School District,2017-18,187
2nd Grade,27400,100047,Clover Park School District,2017-18,"1,153"
2nd Grade,27401,100199,Peninsula School District,2017-18,624
2nd Grade,27402,100090,Franklin Pierce School District,2017-18,609
2nd Grade,27403,100022,Bethel School District,2017-18,"1,476"
2nd Grade,27404,100074,Eatonville School District,2017-18,120
2nd Grade,27416,100294,White River School District,2017-18,260
2nd Grade,27417,100088,Fife School District,2017-18,272
2nd Grade,27909,105691,SOAR Academy Charter District,2017-18,47
2nd Grade,28010,100234,Shaw Island School District,2017-18,2
2nd Grade,28137,100186,Orcas Island School District,2017-18,57
2nd Grade,28144,100134,Lopez School District,2017-18,26
2nd Grade,28149,100227,San Juan Island School District,2017-18,57
2nd Grade,29011,100054,Concrete School District,2017-18,44
2nd Grade,29100,100030,Burlington-Edison School District,2017-18,243
2nd Grade,29101,100230,Sedro-Woolley School District,2017-18,321
2nd Grade,29103,100013,Anacortes School District,2017-18,211
2nd Grade,29311,100123,La Conner School District,2017-18,43
2nd Grade,29317,100055,Conway School District,2017-18,53
2nd Grade,29320,100158,Mount Vernon School District,2017-18,519
2nd Grade,30002,100237,Skamania School District,2017-18,7
2nd Grade,30029,100157,Mount Pleasant School District,2017-18,13
2nd Grade,30031,100149,Mill A School District,2017-18,2
2nd Grade,30303,100256,Stevenson-Carson School District,2017-18,67
2nd Grade,31002,100083,Everett School District,2017-18,"1,526"
2nd Grade,31004,100126,Lake Stevens School District,2017-18,651
2nd Grade,31006,100159,Mukilteo School District,2017-18,"1,146"
2nd Grade,31015,100075,Edmonds School District,2017-18,"1,610"
2nd Grade,31016,100014,Arlington School District,2017-18,393
2nd Grade,31025,100142,Marysville School District,2017-18,860
2nd Grade,31063,100110,Index Elementary School District 63,2017-18,2
2nd Grade,31103,100150,Monroe School District,2017-18,466
2nd Grade,31201,100239,Snohomish School District,2017-18,643
2nd Grade,31306,100128,Lakewood School District,2017-18,173
2nd Grade,31311,100257,Sultan School District,2017-18,131
2nd Grade,31330,100064,Darrington School District,2017-18,33
2nd Grade,31332,100098,Granite Falls School District,2017-18,136
2nd Grade,31401,100250,Stanwood-Camano School District,2017-18,322
2nd Grade,32081,100247,Spokane School District,2017-18,"2,461"
2nd Grade,32123,100187,Orchard Prairie School District,2017-18,10
2nd Grade,32312,100100,Great Northern School District,2017-18,9
2nd Grade,32325,100165,Nine Mile Falls School District,2017-18,91
2nd Grade,32326,100145,Medical Lake School District,2017-18,165
2nd Grade,32354,100144,Mead School District,2017-18,679
2nd Grade,32356,100039,Central Valley School District,2017-18,"1,036"
2nd Grade,32358,100091,Freeman School District,2017-18,47
2nd Grade,32360,100042,Cheney School District,2017-18,390
2nd Grade,32361,100070,East Valley School District (Spokane),2017-18,324
2nd Grade,32362,100130,Liberty School District,2017-18,31
2nd Grade,32363,100291,West Valley School District (Spokane),2017-18,238
2nd Grade,32414,100067,Deer Park School District,2017-18,166
2nd Grade,32416,100221,Riverside School District,2017-18,91
2nd Grade,32901,105813,Spokane International Academy,2017-18,48
2nd Grade,33030,100185,Onion Creek School District,2017-18,2
2nd Grade,33036,100043,Chewelah School District,2017-18,54
2nd Grade,33049,100289,Wellpinit School District,2017-18,30
2nd Grade,33070,100277,Valley School District,2017-18,68
2nd Grade,33115,100053,Colville School District,2017-18,117
2nd Grade,33183,100133,Loon Lake School District,2017-18,27
2nd Grade,33202,100258,Summit Valley School District,2017-18,9
2nd Grade,33205,100085,Evergreen School District (Stevens),2017-18,6
2nd Grade,33206,100051,Columbia (Stevens) School District,2017-18,6
2nd Grade,33207,100141,Mary Walker School District,2017-18,27
2nd Grade,33211,100173,Northport School District,2017-18,25
2nd Grade,33212,100118,Kettle Falls School District,2017-18,61
2nd Grade,34002,100304,Yelm School District,2017-18,399
2nd Grade,34003,100172,North Thurston Public Schools,2017-18,"1,140"
2nd Grade,34033,100273,Tumwater School District,2017-18,446
2nd Grade,34111,100182,Olympia School District,2017-18,688
2nd Grade,34307,100213,Rainier School District,2017-18,58
2nd Grade,34324,100102,Griffin School District,2017-18,74
2nd Grade,34401,100223,Rochester School District,2017-18,160
2nd Grade,34402,100265,Tenino School District,2017-18,101
2nd Grade,34901,106074,WA HE LUT Indian School Agency,2017-18,12
2nd Grade,34975,103313,WA State Center for Childhood Deafness and Hearing Loss,2017-18,3
2nd Grade,35200,100280,Wahkiakum School District,2017-18,33
2nd Grade,36101,100069,Dixie School District,2017-18,1
2nd Grade,36140,100283,Walla Walla Public Schools,2017-18,387
2nd Grade,36250,100049,College Place School District,2017-18,110
2nd Grade,36300,100270,Touchet School District,2017-18,14
2nd Grade,36400,100052,Columbia (Walla Walla) School District,2017-18,61
2nd Grade,36401,100282,Waitsburg School District,2017-18,18
2nd Grade,36402,100204,Prescott School District,2017-18,19
2nd Grade,37501,100020,Bellingham School District,2017-18,876
2nd Grade,37502,100087,Ferndale School District,2017-18,315
2nd Grade,37503,100024,Blaine School District,2017-18,183
2nd Grade,37504,100136,Lynden School District,2017-18,259
2nd Grade,37505,100147,Meridian School District,2017-18,146
2nd Grade,37506,100166,Nooksack Valley School District,2017-18,161
2nd Grade,37507,100156,Mount Baker School District,2017-18,132
2nd Grade,37903,105800,Lummi Tribal Agency,2017-18,25
2nd Grade,38126,100124,LaCrosse School District,2017-18,4
2nd Grade,38265,100264,Tekoa School District,2017-18,16
2nd Grade,38267,100206,Pullman School District,2017-18,214
2nd Grade,38300,100048,Colfax School District,2017-18,48
2nd Grade,38301,100194,Palouse School District,2017-18,20
2nd Grade,38302,100092,Garfield School District,2017-18,11
2nd Grade,38304,100255,Steptoe School District,2017-18,3
2nd Grade,38306,100050,Colton School District,2017-18,9
2nd Grade,38308,100078,Endicott School District,2017-18,8
2nd Grade,38320,100225,Rosalia School District,2017-18,12
2nd Grade,38322,100249,St. John School District,2017-18,9
2nd Grade,38324,100176,Oakesdale School District,2017-18,5
2nd Grade,39002,100274,Union Gap School District,2017-18,64
2nd Grade,39003,100160,Naches Valley School District,2017-18,101
2nd Grade,39007,100303,Yakima School District,2017-18,"1,244"
